Track,Year,Artist,Yearly Rank,Source,Prefix,CH,40,10,PK,Time
The Four Winds and the Seven Seas,1949,Herb Jeffries,166.0,h,1949_166,3.0,,,1.0,
The Four Winds and the Seven Seas,1949,Vic Damone,146.0,h,1949_146,3.0,,,1.0,3:01
The Four Winds and the Seven Seas,1949,Mel Torme,89.0,h,1949_090,8.0,,,1.0,3:08
The Gaby Glide,1912,Arthur Pryor's Band,68.0,m,1912_068,3.0,,,,
The Gaby Glide,1912,Billy Murray,30.0,m,1912_030,5.0,,,,
The Gal from Joe's,1939,Charlie Barnet & His Orchestra,206.0,m,1939_206,3.0,,,,
The Gal from Joe's,1938,Duke Ellington & His Famous Orchestra,365.0,m,1938_365,1.0,,,,
The Gaucho Serenade,1940,Eddy Duchin & His Orchestra,221.0,m,1940_248,2.0,,,,
The Gaucho Serenade,1940,Glenn Miller & His Orchestra,78.0,h,1940_057,11.0,,,,
The Gaucho Serenade,1940,Dick Todd,49.0,h,1940_034,7.0,,,,
The Girl That I Marry,1946,Frank Sinatra,149.0,h,1946_151,2.0,,,,3:03
The Girl That I Marry,1947,Eddy Howard & His Orchestra,283.0,h,1947_196,1.0,,,,2:57
The Girl in the Little Green Hat,1933,George Olsen & His Orchestra,149.0,m,1933_149,2.0,,,,
The Girl in the Little Green Hat,1933,Rudy Vallee & His Connecticut Yankees,108.0,m,1933_108,3.0,,,,
The Glory Of Love,1936,Benny Goodman & His Orchestra,3.0,m,1936_003,15.0,,,6.0,
The Glory Of Love,1971,"Dells, The",540.0,a,1971_540,2.0,0.0,0.0,2.0,3:00
The Glow-Worm,1908,Lucy Isabelle Marsh,7.0,m,1908_007,10.0,,,5.0,
The Glow-Worm,1908,Victor Orchestra,8.0,m,1908_008,9.0,,,5.0,
The Glow-Worm,1952,Johnny Mercer,303.0,h,1952_267,1.0,,,,
The Glow-Worm,1952,Mills Brothers,10.0,h,1952_008,21.0,,,3.0,2:39
The Golden Wedding,1941,Woody Herman & His Orchestra,272.0,m,1941_275,1.0,,,,
The Golden Wedding,1906,Len Spencer & Ada Jones,46.0,m,1906_046,2.0,,,,
The Green Leaves Of Summer,1962,Kenny Ball,527.0,a,1962_527,6.0,0.0,0.0,1.0,2:48
The Green Leaves Of Summer,1960,"Brothers Four, The",393.0,a,1960_393,7.0,0.0,0.0,2.0,2:51
The Gypsy,1946,Hal McIntyre & His Orchestra,98.0,h,1946_100,4.0,,,,3:15
The Gypsy,1946,Sammy Kaye & His Orchestra,26.0,h,1946_033,17.0,,,,3:13
The Gypsy,1946,Jan Garber & His Orchestra,203.0,h,1946_205,1.0,,,,3:05
The Gypsy,1946,Ink Spots,1.0,h,1946_001,23.0,,,13.0,2:44
The Gypsy,1946,Dinah Shore,5.0,h,1946_005,21.0,,,8.0,2:57
The Hanging Tree,2014,James Newton Howard,387.0,h,2014_056,17.0,10.0,0.0,1.0,3:38
The Hanging Tree,1959,Marty Robbins,234.0,a,1959_234,13.0,3.0,0.0,1.0,2:49
The Happening,1967,"Supremes, The",17.0,a,1967_017,11.0,10.0,6.0,1.0,2:50
The Happening,1967,Herb Alpert & The Tijuana Brass,264.0,a,1967_264,5.0,3.0,0.0,1.0,2:25
The Happy Wanderer,1954,Henri Rene & His Orchestra,53.0,h,1954_052,15.0,,,,
The Happy Wanderer,1954,Tommy Leonetti,329.0,m,1954_332,1.0,,,,
The Happy Wanderer,1954,Frank Weir & His Orchestra,23.0,h,1954_023,19.0,,,,
The Harbor of Love,1912,Frank Coombs & William H. Thompson,27.0,m,1912_027,5.0,,,,
The Harbor of Love,1912,Walter Van Brunt,60.0,m,1912_060,3.0,,,,
The Hesitating Blues,1916,Prince's Orchestra,149.0,m,1916_149,1.0,,,,
The Hesitating Blues,1920,Art Hickman & His Orchestra,149.0,m,1920_149,1.0,,,,
The High And The Mighty,1954,Les Baxter & His Orchestra,27.0,h,1954_028,13.0,,,,
The High And The Mighty,1954,Victor Young & His Orchestra,39.0,h,1954_036,14.0,,,,
The High and the Mighty,1954,Leroy Holmes & His Orchestra,61.0,h,1954_061,14.0,,,,
The High and the Mighty,1954,Dimitri Tiomkin & His Orchestra,334.0,m,1954_337,1.0,,,,
The High and the Mighty,1954,Johnny Desmond,117.0,h,1954_118,5.0,,,,
The Holy City,1905,Haydn Quartet,107.0,m,1905_107,1.0,,,,
The Holy City,1900,Harry Macdonough,19.0,m,1900_019,5.0,,,1.0,
The Honeydripper,1945,Jimmie Lunceford Orch v Delta Rhythm Boys,141.0,h,1945_141,3.0,,,,2:44
The Honeydripper,1945,Joe Liggins,188.0,h,1945_188,3.0,,,,3:02
The House Of The Rising Sun,1981,Dolly Parton,354.0,a,1981_354,4.0,0.0,0.0,2.0,3:57
The House Of The Rising Sun,1964,"Animals, The",6.0,a,1964_006,11.0,10.0,8.0,3.0,2:58
The House Of The Rising Sun,1978,Santa Esmeralda,391.0,a,1978_391,3.0,0.0,0.0,1.0,3:58
The Hucklebuck,1949,Frank Sinatra,87.0,h,1949_089,14.0,,,1.0,3:00
The Hucklebuck,1960,Chubby Checker,110.0,a,1960_110,13.0,9.0,0.0,1.0,2:30
The Hucklebuck,1949,Tommy Dorsey & His Orchestra,46.0,h,1949_052,21.0,,,1.0,2:55
The Hula Hoop Song,1958,Teresa Brewer,271.0,Hot,1958_271,5.0,1.0,0.0,1.0,2:47
The Hula Hoop Song,1958,Georgia Gibbs,248.0,Hot,1958_248,5.0,1.0,0.0,1.0,2:15
The Hunch,1959,Paul Gayten,387.0,a,1959_387,7.0,0.0,0.0,1.0,2:20
The Hunch,1959,Bobby Peterson Quintet,404.0,a,1959_404,7.0,0.0,0.0,1.0,2:40
The Hunter,1986,GTR,356.0,a,1986_356,6.0,0.0,0.0,1.0,3:53
The Hunter,1969,Ike and Tina Turner,603.0,a,1969_603,2.0,0.0,0.0,2.0,2:49
The Hut-Sut Song (A Swedish Serenade),1941,Merry Macs,147.0,h,1941_114,3.0,,,,
The Hut-Sut Song (A Swedish Serenade),1941,Freddy Martin & His Orchestra,29.0,h,1941_016,13.0,,,1.0,
The Impossible Dream,1968,Roger Williams,363.0,a,1968_363,7.0,0.0,0.0,1.0,3:01
The Impossible Dream,1968,"Hesitations, The",284.0,a,1968_284,8.0,0.0,0.0,2.0,2:57
The Japanese Sandman,1921,Ben Selvin & His Orchestra,164.0,m,1921_164,1.0,,,,
The Japanese Sandman,1921,Nora Bayes,81.0,m,1921_081,2.0,,,,
The Japanese Sandman,1920,Paul Whiteman & His Orchestra,8.0,m,1920_008,12.0,,,2.0,
The Joker,1978,Snail,450.0,a,1978_450,2.0,0.0,0.0,2.0,3:39
The Joker,1974,Steve Miller Band,14.0,a,1974_014,20.0,16.0,8.0,1.0,3:36
The Joker (That's What They Call Me),1957,Billy Myles,194.0,DJ,1957_194,14.0,6.0,0.0,1.0,2:33
The Joker (That's What They Call Me),1957,"Hilltoppers, The",179.0,DJ,1957_179,13.0,4.0,0.0,1.0,2:23
The Kiss Waltz,1930,George Olsen & His Orchestra,68.0,m,1930_068,6.0,,,,
The Kiss Waltz,1930,Ben Bernie & His Orchestra,181.0,m,1930_181,2.0,,,,
The Lady from 29 Palms,1947,Andrews Sisters,85.0,h,1947_085,2.0,,,,2:58
The Lady from 29 Palms,1947,Freddy Martin & His Orchestra,60.0,h,1947_062,9.0,,,,3:15
The Lady in Red,1935,Xavier Cugat & His Waldorf-Astoria Orchestra,44.0,m,1935_044,12.0,,,,
The Lady in Red,1935,Joe Haymes & His Orchestra,282.0,m,1935_282,1.0,,,,
The Lady in Red,1935,Louis Prima & His Orchestra,115.0,m,1935_115,5.0,,,,
The Lady is a Tramp,1937,Joe Rines & His Orchestra,349.0,m,1937_349,1.0,,,,
The Lady is a Tramp,1937,Bernie Cummins & His Orchestra,278.0,m,1937_278,1.0,,,,
The Lady is a Tramp,1937,Sophie Tucker,353.0,m,1937_353,1.0,,,,
The Lady is a Tramp,1937,Tommy Dorsey & His Orchestra (Vocal Edythe Wright),256.0,m,1937_256,2.0,,,,
The Lady's in Love with You,1939,Bob Crosby & His Orchestra,211.0,m,1939_211,2.0,,,,
The Lady's in Love with You,1939,Glenn Miller & His Orchestra,34.0,m,1939_034,12.0,,,1.0,
The Language Of Love,1971,"Intrigues, The",619.0,a,1971_619,1.0,0.0,0.0,1.0,3:09
The Language Of Love,1984,Dan Fogelberg,102.0,a,1984_102,14.0,10.0,0.0,1.0,3:43
The Last Long Mile,1918,Charles Hart,126.0,m,1918_126,1.0,,,,
The Last Long Mile,1918,Arthur Fields & Peerless Quartet,98.0,m,1918_098,2.0,,,,
The Last Round-Up,1933,George Olsen & His Orchestra,1.0,m,1933_001,24.0,,,9.0,
The Last Round-Up,1933,Conrad Thibault,201.0,m,1933_201,1.0,,,,
The Last Round-Up,1933,Gene Autry,133.0,m,1933_133,2.0,,,,
The Last Round-Up,1933,Don Bestor & His Orchestra,14.0,m,1933_014,10.0,,,2.0,
The Last Round-Up,1933,Bing Crosby,20.0,m,1933_020,5.0,,,2.0,
The Last Round-Up,1933,Victor Young & His Orchestra,25.0,m,1933_025,12.0,,,,
The Laughing Song,1891,George Washington Johnson,1.0,m,1891_001,10.0,,,10.0,
The Laughing Song,1901,George Washington Johnson,23.0,m,1901_023,4.0,,,1.0,
The Lazy Song,2011,Bruno Mars,27.0,h,2011_027,26.0,21.0,10.0,1.0,3:08
The Lazy Song,2010,Bruno Mars,402.0,h,2010_402,1.0,0.0,0.0,1.0,3:15
The Letter,1970,Joe Cocker,64.0,a,1970_064,12.0,9.0,4.0,3.0,4:10
The Letter,1965,Sonny & Cher,527.0,a,1965_527,5.0,0.0,0.0,1.0,2:02
The Letter,1969,"Arbors, The",151.0,a,1969_151,10.0,3.0,0.0,2.0,3:30
The Letter,1967,"Box Tops, The",7.0,a,1967_007,16.0,13.0,8.0,4.0,1:58
The Little Drummer Boy,1958,"Harry Simeone Chorale, The",121.0,Hot,1958_121,9.0,6.0,0.0,1.0,3:03
The Little Drummer Boy,1961,"Harry Simeone Chorale, The",185.0,a,1961_185,4.0,2.0,0.0,1.0,3:03
The Little Drummer Boy,1960,"Harry Simeone Chorale, The",176.0,a,1960_176,4.0,3.0,0.0,1.0,3:03
The Little Drummer Boy,1959,"Harry Simeone Chorale, The",126.0,a,1959_126,7.0,3.0,0.0,1.0,3:03
The Little Drummer Boy,1962,"Harry Simeone Chorale, The",233.0,a,1962_233,4.0,3.0,0.0,1.0,3:03
The Little Drummer Boy,1961,"Jack Halloran Singers, The",655.0,a,1961_655,1.0,0.0,0.0,1.0,3:06
The Little Drummer Boy,1975,Moonlion,535.0,a,1975_535,1.0,0.0,0.0,1.0,5:00
The Little Drummer Boy,1959,Johnny Cash,373.0,a,1959_373,3.0,0.0,0.0,1.0,2:32
The Little Man Who Wasn't There,1939,Glenn Miller & His Orchestra,91.0,m,1939_091,11.0,,,,
The Little Man Who Wasn't There,1939,Larry Clinton & His Orchestra,166.0,m,1939_166,6.0,,,,
The Little Red Fox,1940,Kay Kyser & His Orchestra,46.0,h,1940_035,9.0,,,,
The Little Red Fox,1940,Hal Kemp & His Orchestra,174.0,m,1940_214,4.0,,,,
The Little Shoemaker,1954,Gaylords,18.0,h,1954_017,19.0,,,1.0,
The Little Shoemaker,1954,Hugo Winterhalter & His Orchestra (Vocal Eddie Fisher),62.0,h,1954_060,11.0,,,,
The Little White Cloud That Cried,1964,Wayne Newton,694.0,a,1964_694,2.0,0.0,0.0,2.0,2:34
The Little White Cloud That Cried,1952,Johnnie Ray & The Four Lads,20.0,h,1952_020,22.0,,,2.0,2:10
The Little White House (At the End of Honeymoon Lane),1927,Fred Waring's Pennsylvanians,126.0,m,1927_126,4.0,,,,
The Little White House (At the End of Honeymoon Lane),1927,Johnny Marvin,32.0,m,1927_032,7.0,,,,
The Little White House (At the End of Honeymoon Lane),1927,Irving Kaufman,63.0,m,1927_063,7.0,,,,
The Loco-Motion,1974,Grand Funk,8.0,a,1974_008,20.0,14.0,6.0,2.0,2:45
The Loco-Motion,1988,Kylie Minogue,46.0,a,1988_046,27.0,13.0,6.0,2.0,3:15
The Loco-Motion,1962,Little Eva,19.0,a,1962_019,16.0,12.0,7.0,1.0,2:20
The Lonely One,1959,Duane Eddy,161.0,a,1959_161,13.0,8.0,0.0,1.0,1:40
The Lonely One,1976,Special Delivery,392.0,a,1976_392,8.0,0.0,0.0,2.0,3:28
The Lonesome Road,1939,Bing Crosby,193.0,m,1939_193,2.0,,,,
The Lonesome Road,1930,Ted Lewis & His Band,31.0,m,1930_031,7.0,,,,
The Lonesome Road,1929,Nat Shilkret & The Victor Orchestra,123.0,m,1929_123,3.0,,,,
The Look Of Love,1967,Dusty Springfield,198.0,a,1967_198,15.0,5.0,0.0,1.0,3:27
The Look Of Love,1968,Sergio Mendes & Brasil '66,46.0,a,1968_046,14.0,11.0,5.0,1.0,3:03
The Look Of Love,1971,Isaac Hayes,473.0,a,1971_473,5.0,0.0,0.0,1.0,3:18
The Lord's Prayer,1974,Sister Janet Mead,58.0,a,1974_058,13.0,11.0,4.0,1.0,2:59
The Lord's Prayer,1949,Perry Como,286.0,h,1949_286,2.0,,,1.0,
The Lost Chord,1923,John McCormack,119.0,m,1923_119,1.0,,,,
The Lost Chord,1912,Enrico Caruso,25.0,m,1912_025,5.0,,,,
The Lost Chord,1918,Alma Gluck,143.0,m,1918_143,1.0,,,,
The Love Bug Will Bite You,1937,Jimmy Dorsey & His Orchestra,97.0,m,1937_097,8.0,,,,
The Love Bug Will Bite You,1937,Guy Lombardo & His Royal Canadians,170.0,m,1937_170,4.0,,,,
The Love Nest,1920,Joseph C. Smith's Orchestra,62.0,m,1920_062,4.0,,,,
The Love Nest,1920,John Steel,5.0,m,1920_005,10.0,,,4.0,
The Love Nest,1920,Art Hickman & His Orchestra,10.0,m,1920_010,6.0,,,2.0,
The Lucky One,1984,Laura Branigan,135.0,a,1984_135,15.0,8.0,0.0,2.0,4:10
The Lucky One,2006,Faith Hill,261.0,b,2006_261,9.0,0.0,0.0,2.0,3:36
The Man,2014,Aloe Blacc,36.0,h,2014_040,20.0,18.0,5.0,1.0,4:15
The Man,1965,Lorne Greene,506.0,a,1965_506,3.0,0.0,0.0,2.0,2:49
The Man Behind the Hammer and the Plow,1917,Andrea Sarto,85.0,m,1917_085,2.0,,,,
The Man Behind the Hammer and the Plow,1917,Prince's Orchestra,35.0,m,1917_035,5.0,,,,
The Man I Love,1928,Fred Rich & His Orchestra,226.0,m,1928_226,1.0,,,,
The Man I Love,1928,Paul Whiteman & His Orchestra,177.0,m,1928_177,1.0,,,,
The Man I Love,1928,Sophie Tucker,131.0,m,1928_131,3.0,,,,
The Man I Love,1937,Benny Goodman & His Orchestra,368.0,m,1937_368,1.0,,,,
The Man I Love,1928,Marion Harris,33.0,m,1928_033,7.0,,,,
The Man In The Raincoat,1955,Marion Marlowe,113.0,DJ,1955_113,2.0,2.0,,1.0,2:53
The Man In The Raincoat,1955,Priscilla Wright,119.0,DJ,1955_119,9.0,9.0,,2.0,2:53
The Man Who Can't Be Moved,2011,Xenia,455.0,h,2011_455,1.0,0.0,0.0,1.0,3:30
The Man Who Can't Be Moved,2010,"Script, The",414.0,h,2010_414,6.0,0.0,0.0,1.0,4:01
The Man with the Mandolin,1939,Horace Heidt & His Orchestra,36.0,m,1939_036,10.0,,,1.0,
The Man with the Mandolin,1939,Wayne King & His Orchestra,85.0,m,1939_085,4.0,,,,
The Mansion of Aching Hearts,1902,Byron G. Harlan,8.0,m,1902_008,10.0,,,3.0,
The Mansion of Aching Hearts,1902,Harry Macdonough,7.0,m,1902_007,11.0,,,4.0,
The Mansion of Aching Hearts,1902,J.W. Myers,12.0,m,1902_012,6.0,,,2.0,
The Matador,1963,Johnny Cash,306.0,a,1963_306,7.0,0.0,0.0,1.0,2:45
The Matador,1964,Major Lance,180.0,a,1964_180,8.0,6.0,0.0,2.0,2:29
The Memphis Blues,1914,Victor Military Band,107.0,m,1914_107,1.0,,,,
The Memphis Blues,1927,Ted Lewis & His Band,104.0,m,1927_104,4.0,,,,
The Merry-Go-Round Broke Down,1937,Dick Robertson & His Orchestra,214.0,m,1937_214,2.0,,,,
The Merry-Go-Round Broke Down,1937,Jimmie Lunceford & His Orchestra,115.0,m,1937_115,4.0,,,,
The Merry-Go-Round Broke Down,1937,Shep Fields & His Rippling Rhythm Orchestra,20.0,m,1937_020,8.0,,,2.0,
The Merry-Go-Round Broke Down,1937,Russ Morgan & His Orchestra,18.0,m,1937_018,10.0,,,2.0,
The Merry-Go-Round Broke Down,1937,Eddy Duchin & His Orchestra,41.0,m,1937_041,9.0,,,1.0,
The Message,1982,Grandmaster Flash and the Furious Five,318.0,a,1982_318,7.0,0.0,0.0,2.0,4:30
The Message,1992,Sofia Shinas,294.0,a,1992_294,7.0,0.0,0.0,1.0,4:17
The Message,1973,Cymande,274.0,a,1973_274,10.0,0.0,0.0,1.0,3:28
The Mississippi Stoker,1910,Bert Williams,45.0,m,1910_045,4.0,,,,
The Mississippi Stoker,1907,Bert Williams,70.0,m,1907_070,1.0,,,,
The Mocking Bird,1952,Four Lads,205.0,h,1952_199,4.0,,,,
The Mocking Bird,1958,"Four Lads, The",247.0,Hot,1958_247,10.0,3.0,0.0,1.0,2:17
The Mocking Bird,1956,"Four Lads, The",363.0,Top,1956_363,3.0,0.0,0.0,1.0,2:18
The Mocking Bird,1899,Joe Belmont,21.0,m,1899_021,4.0,,,,
The Mocking Bird,1891,John Yorke Atlee,3.0,m,1891_003,6.0,,,6.0,
The Money Tree,1957,Patience and Prudence,379.0,Top,1957_379,9.0,0.0,0.0,1.0,2:08
The Money Tree,1956,Margaret Whiting,161.0,DJ,1956_161,13.0,0.0,0.0,1.0,2:10
The Monkey Time,1983,"Tubes, The",338.0,a,1983_338,4.0,0.0,0.0,1.0,3:40
The Monkey Time,1963,Major Lance,89.0,a,1963_089,15.0,10.0,2.0,2.0,2:44
The Moon Got in My Eyes,1937,Bing Crosby,10.0,m,1937_010,11.0,,,4.0,
The Moon Got in My Eyes,1937,Shep Fields & His Rippling Rhythm Orchestra,185.0,m,1937_185,4.0,,,,
The More I See You,1945,Dick Haymes,87.0,h,1945_087,3.0,,,,3:01
The More I See You,1966,Chris Montez,161.0,a,1966_161,14.0,7.0,0.0,2.0,2:45
The More I See You,1945,Harry James & His Orchestra,174.0,h,1945_174,3.0,,,,3:19
The Morning Side of the Mountain,1959,Tommy Edwards,181.0,a,1959_181,12.0,4.0,0.0,1.0,2:35
The Morning Side of the Mountain,1951,Tommy Edwards,240.0,h,1951_244,1.0,,,1.0,3:00
The Morning Side of the Mountain,1951,Jan Garber & His Orchestra,288.0,h,1951_290,2.0,,,1.0,
The Morning Side of the Mountain,1951,Merv Griffin,266.0,h,1951_269,1.0,,,1.0,3:02
The Most Beautiful Girl in the World,1952,Ted Straeter & His Orchestra,268.0,m,1952_293,1.0,,,,
The Most Beautiful Girl in the World,1953,Tommy Dorsey & His Orchestra,178.0,m,1953_178,5.0,,,,
The Music Goes Round and Around,1936,Riley-Farley Orchestra,13.0,m,1936_013,11.0,,,3.0,
The Music Goes Round and Around,1938,Riley-Farley Orchestra,294.0,m,1938_294,1.0,,,,
The Music Goes Round and Round,1936,Hal Kemp & His Orchestra,60.0,m,1936_060,6.0,,,,
The Music Goes Round and Round,1936,Frank Froeba & His Swing Band,105.0,m,1936_105,4.0,,,,
The Music Goes Round and Round,1936,Tommy Dorsey & His Orchestra,7.0,m,1936_007,9.0,,,5.0,
The Naughty Lady Of Shady Lane,1955,Archie Bleyer,127.0,DJ,1955_127,6.0,6.0,,1.0,2:34
The Naughty Lady Of Shady Lane,1955,"Ames Brothers, The",23.0,BS,1955_023,15.0,15.0,12.0,4.0,2:46
The Night is Filled with Music,1938,Hal Kemp & His Orchestra,254.0,m,1938_254,1.0,,,,
The Night is Filled with Music,1938,Will Hudson,209.0,m,1938_209,1.0,,,,
The Night is Young,1935,Smith Ballew & His Orchestra,234.0,m,1935_234,2.0,,,,
The Night is Young,1935,Glen Gray & Casa Loma Orchestra,202.0,m,1935_202,2.0,,,,
The Night is Young and You're So Beautiful,1937,Wayne King & His Orchestra,252.0,m,1937_252,3.0,,,,
The Night is Young and You're So Beautiful,1937,Jan Garber & His Orchestra,80.0,m,1937_080,7.0,,,,
The Night is Young and You're So Beautiful,1937,George Hall & His Orchestra,84.0,m,1937_084,6.0,,,,
The Nightingale Song,1917,Lucy Gates,88.0,m,1917_088,3.0,,,,
The Nightingale Song,1916,Alma Gluck,56.0,m,1916_056,4.0,,,,
The Nitty Gritty,1964,Shirley Ellis,81.0,a,1964_081,14.0,10.0,3.0,2.0,2:12
The Nitty Gritty,1969,Gladys Knight & The Pips,145.0,a,1969_145,11.0,8.0,0.0,1.0,2:59
The Object of My Affection,1935,Glen Gray & Casa Loma Orchestra,134.0,m,1935_134,8.0,,,,
The Object of My Affection,1934,Jimmie Grier & His Orchestra,15.0,m,1934_015,13.0,,,2.0,
The Object of My Affection,1934,Jan Garber & His Orchestra,101.0,m,1934_101,5.0,,,,
The Old Folks at Home,1904,Haydn Quartet,44.0,m,1904_044,2.0,,,,
The Old Folks at Home,1892,Len Spencer,4.0,m,1892_004,6.0,,,6.0,
The Old Folks at Home,1900,Vess Ossman,20.0,m,1900_020,5.0,,,1.0,
The Old Folks at Home (Swanee River),1905,Louise Homer,68.0,m,1905_068,1.0,,,,
The Old Folks at Home (Swanee River),1915,Alma Gluck,32.0,m,1915_032,5.0,,,,
The Old Grey Mare,1917,Prince's Orchestra,48.0,m,1917_048,4.0,,,,
The Old Grey Mare,1918,Arthur Collins & Byron Harlan,33.0,m,1918_033,4.0,,,,
The Old Lamp-Lighter,1946,Kay Kyser & His Orchestra,31.0,h,1946_030,13.0,,,,3:16
The Old Lamp-Lighter,1946,Sammy Kaye & His Orchestra,7.0,h,1946_007,17.0,,,7.0,3:00
The Old Lamplighter,1946,Hal Derwin,52.0,h,1946_055,10.0,,,,3:10
The Old Lamplighter,1946,Morton Downey,220.0,h,1946_222,1.0,,,,
The Old Lamplighter,1947,Kenny Baker,135.0,h,1947_136,2.0,,,,2:50
The Old Lamplighter,1960,"Browns, The",51.0,a,1960_051,15.0,12.0,3.0,1.0,2:20
The Old Master Painter,1950,Frank Sinatra,137.0,h,1950_139,7.0,,,1.0,
The Old Master Painter,1950,Richard Hayes,27.0,h,1950_026,12.0,,,1.0,
The Old Master Painter,1950,Phil Harris,109.0,h,1950_111,8.0,,,1.0,2:35
The Old Master Painter,1950,Peggy Lee & Mel Torme,96.0,h,1950_099,7.0,,,1.0,
The Old Master Painter,1950,Dick Haymes,45.0,h,1950_044,13.0,,,1.0,2:20
The Old Master Painter,1950,Snooky Lanson,127.0,h,1950_129,8.0,,,1.0,
The Old Oaken Bucket,1894,Manhansett Quartette,15.0,m,1894_015,2.0,,,2.0,
The Old Oaken Bucket,1960,Tommy Sands,433.0,a,1960_433,4.0,0.0,0.0,1.0,2:43
The Old Oaken Bucket,1911,Peerless Quartet (Columbia  Male Quartet),111.0,m,1911_111,1.0,,,,
The Old Piano Roll Blues,1950,Hoagy Carmichael & Cass Daley,118.0,h,1950_120,10.0,,,1.0,2:31
The Old Piano Roll Blues,1950,Jubilaires,273.0,h,1950_276,1.0,,,1.0,
The Old Piano Roll Blues,1950,Jan Garber & His Orchestra,326.0,h,1950_326,1.0,,,1.0,
The Old Piano Roll Blues,1950,Eddie Cantor & Lisa Kirk,295.0,h,1950_297,1.0,,,1.0,2:50
The Old Piano Roll Blues,1950,Cliff Steward & The San Francisco Boys,191.0,h,1950_192,5.0,,,1.0,2:20
The Old Piano Roll Blues,1950,Lawrence (Piano Roll) Cook,133.0,h,1950_135,11.0,,,1.0,2:09
The Old Refrain,1916,Fritz Kreisler,89.0,m,1916_089,2.0,,,,
The Old Refrain,1916,John McCormack,28.0,m,1916_028,6.0,,,1.0,
The Old Rugged Cross,1921,Homer Rodeheaver & Virginia Asher,64.0,m,1921_064,3.0,,,,
The Old Rugged Cross,2014,Craig Wayne Boyd,403.0,h,2014_224,1.0,0.0,0.0,1.0,2:58
The Old Spinning Wheel,1934,Ray Noble & His Orchestra,12.0,m,1934_012,22.0,,,3.0,
The Old Spinning Wheel,1934,Victor Young & His Orchestra,148.0,m,1934_148,5.0,,,,
The Old Spinning Wheel,1934,Emil Velasco,135.0,m,1934_135,3.0,,,,
The One,2000,"Backstreet Boys, The",122.0,y,2000_122,15.0,4.0,0.0,1.0,3:46
The One,2009,Mary J. Blige,276.0,h,2009_276,10.0,0.0,0.0,1.0,3:29
The One,2002,Gary Allan,149.0,y,2002_149,20.0,5.0,0.0,3.0,4:19
The One,1992,Elton John,64.0,a,1992_064,22.0,18.0,1.0,1.0,5:42
The One I Love,1914,Grace Kerns & Charles W. Harrison,114.0,m,1914_114,1.0,,,,
The One I Love,1987,R.E.M.,106.0,a,1987_106,20.0,10.0,1.0,1.0,3:16
The One I Love Belongs to Somebody Else,1924,Sophie Tucker,139.0,m,1924_139,1.0,,,,
The One I Love Belongs to Somebody Else,1924,Ray Miller & His Orchestra,49.0,m,1924_049,4.0,,,,
The One I Love Belongs to Somebody Else,1940,Tommy Dorsey & His Orchestra (Vocal Frank Sinatra & Pied Pipers),128.0,h,1940_099,5.0,,,,
The One Rose (That's Left in My Heart),1937,Larry Clinton & His Orchestra,145.0,m,1937_145,2.0,,,,
The One Rose (That's Left in My Heart),1937,"Art Kassel & His ""Kassels-in-the-Air""",128.0,m,1937_128,6.0,,,,
The One Rose (That's Left in My Heart),1937,Bing Crosby,126.0,m,1937_126,7.0,,,,
The One That Got Away,2012,Katy Perry,23.0,h,2012_023,24.0,21.0,11.0,2.0,3:47
The One That Got Away,2012,Jake Owen,171.0,h,2012_171,20.0,0.0,0.0,5.0,3:14
The One You Love,1982,Glenn Frey,98.0,a,1982_098,17.0,11.0,0.0,2.0,4:35
The One You Love,2002,Paulina Rubio,288.0,y,2002_288,3.0,0.0,0.0,2.0,3:45
The Only Exception,2010,Paramore,116.0,h,2010_116,20.0,10.0,0.0,2.0,4:27
The Only Exception,2010,Glee Cast,130.0,h,2010_130,1.0,1.0,0.0,1.0,4:26
The Original Charleston,1925,Ben Selvin & His Orchestra (Knickerbockers),137.0,m,1925_137,1.0,,,,
The Original Charleston,1926,Isham Jones & His Orchestra,65.0,m,1926_065,3.0,,,,
The Other Side,1990,Aerosmith,158.0,a,1990_158,15.0,7.0,0.0,1.0,3:55
The Other Side,2013,Jason DeRulo,81.0,h,2013_081,21.0,16.0,0.0,3.0,3:46
The Other Woman,1975,Vicki Lawrence,445.0,a,1975_445,3.0,0.0,0.0,2.0,3:13
The Other Woman,1982,Ray Parker Jr.,33.0,a,1982_033,21.0,14.0,7.0,2.0,4:02
The Other Woman,1956,Sarah Vaughan,458.0,Top,1956_458,1.0,0.0,0.0,1.0,2:15
The Peanut Vendor,1931,California Ramblers,66.0,m,1931_066,5.0,,,,
The Peanut Vendor,1931,Red Nichols & His Five Pennies,70.0,m,1931_070,4.0,,,,
The Peanut Vendor,1931,Don Azpiazu & His Havana Casino Orchestra,1.0,m,1931_001,28.0,,,7.0,
The Peanut Vendor,1941,Louis Armstrong,310.0,m,1941_311,1.0,,,,
The Piccolino,1935,Ray Noble & His Orchestra,208.0,m,1935_208,2.0,,,,
The Piccolino,1935,Fred Astaire,139.0,m,1935_139,6.0,,,,
The Pied Piper,1957,Billy Williams,282.0,Top,1957_282,4.0,0.0,0.0,1.0,2:15
The Pied Piper,1966,Crispian St. Peters,53.0,a,1966_053,12.0,8.0,5.0,3.0,2:30
The Poor People Of Paris,1956,Lawrence Welk,132.0,JB,1956_132,13.0,2.0,0.0,1.0,2:02
