Track,Year,Artist,Yearly Rank,Source,Prefix,CH,40,10,PK,Time
Hot Toddy,1953,Ralph Flanagan & His Orchestra,50.0,h,1953_051,16.0,,,,3:00
Hot Toddy,1932,Cab Calloway & His Orchestra,168.0,m,1932_168,2.0,,,,
Hotel,2004,Cassidy,26.0,y,2004_026,24.0,18.0,9.0,1.0,4:38
Hotel,2015,Kid Ink,100.0,h,2015-100,1.0,0.0,0.0,1.0,3:38
How 'Bout Us,1981,Champaign,85.0,a,1981_085,23.0,13.0,0.0,1.0,3:18
How 'Bout Us,1990,Grayson Hugh,289.0,a,1990_289,7.0,0.0,0.0,1.0,4:32
How About That,1992,Bad Company,175.0,a,1992_175,13.0,2.0,0.0,1.0,5:07
How About That,1960,Dee Clark,230.0,a,1960_230,11.0,5.0,0.0,1.0,2:30
How About You?,1942,Dick Jurgens & His Orchestra,198.0,m,1942_202,1.0,,,,
How About You?,1942,Tommy Dorsey & His Orchestra (Vocal Frank Sinatra),71.0,h,1942_087,7.0,,,,
How Am I Supposed To Live Without You,1983,Laura Branigan,96.0,a,1983_096,20.0,12.0,0.0,1.0,4:29
How Am I Supposed To Live Without You,1990,Michael Bolton,9.0,a,1990_009,23.0,16.0,6.0,3.0,4:14
How Are Things in Glocca Mora?,1947,Martha Tilton,98.0,h,1947_100,5.0,,,,3:00
How Are Things in Glocca Mora?,1947,Tommy Dorsey & His Orchestra,109.0,h,1947_108,5.0,,,,2:55
How Can I Be Sure,1972,David Cassidy,182.0,a,1972_182,9.0,5.0,0.0,1.0,3:06
How Can I Be Sure,1967,"Young Rascals, The",45.0,a,1967_045,11.0,9.0,4.0,2.0,2:50
How Can I Forget,1970,Marvin Gaye,244.0,a,1970_244,7.0,0.0,0.0,2.0,2:04
How Can I Forget,1963,Jimmy Holiday,372.0,a,1963_372,9.0,0.0,0.0,1.0,2:36
How Can I Forget,1963,Ben E. King,526.0,a,1963_526,4.0,0.0,0.0,1.0,2:20
How Could You,2005,Mario,201.0,b,2005_201,17.0,0.0,0.0,1.0,3:56
How Could You,1996,K-Ci & JoJo,179.0,a,1996_179,15.0,0.0,0.0,3.0,4:55
How Could You?,1937,Teddy Wilson & His Orchestra (Vocal Billie Holiday),207.0,m,1937_207,3.0,,,,
How Could You?,1937,Anson Weeks & His Orchestra,117.0,m,1937_117,4.0,,,,
How Deep Is Your Love,1995,Portrait,327.0,a,1995_327,5.0,0.0,0.0,1.0,3:47
How Deep Is Your Love,1998,Dru Hill,23.0,a,1998_023,20.0,17.0,9.0,3.0,3:44
How Deep Is Your Love,1977,Bee Gees,4.0,a,1977_004,33.0,26.0,17.0,2.0,3:30
How Deep is the Ocean?,1945,Benny Goodman & His Orchestra (Vocal Peggy Lee),251.0,m,1945_251,4.0,,,,
How Deep is the Ocean?,1932,Ethel Merman,163.0,m,1932_163,3.0,,,,
How Deep is the Ocean? (How-High-Is-The-Sky?),1932,Paul Whiteman & His Orchestra,56.0,m,1932_056,5.0,,,,
How Deep is the Ocean? (How-High-Is-The-Sky?),1932,Rudy Vallee & His Connecticut Yankees,83.0,m,1932_083,4.0,,,,
How Do I Live,1997,Trisha Yearwood,95.0,a,1997_095,12.0,5.0,0.0,2.0,4:25
How Do I Live,1997,LeAnn Rimes,12.0,a,1997_012,69.0,61.0,32.0,4.0,4:18
How Do You Do?,1925,Billy Jones & Ernest Hare,99.0,m,1925_099,1.0,,,,
How Do You Do?,1972,Mouth and MacNeal,76.0,a,1972_076,19.0,12.0,4.0,3.0,3:00
How High The Moon,1951,Les Paul & Mary Ford,3.0,h,1951_003,25.0,,,9.0,2:05
How High The Moon,1975,Gloria Gaynor,423.0,a,1975_423,5.0,0.0,0.0,1.0,2:50
How High the Moon,1940,Mitchell Ayres & His Fashions in Music,238.0,m,1940_259,2.0,,,,
How High the Moon,1940,Benny Goodman & His Orchestra (Vocal Helen Forrest),62.0,m,1940_155,9.0,,,,
How High the Moon,1948,Stan Kenton & His Orchestra,168.0,h,1948_199,1.0,,,,2:29
How Important Can It Be?,1955,Joni James,22.0,DJ,1955_022,16.0,16.0,10.0,1.0,2:30
How Important Can It Be?,1955,Teresa Brewer,131.0,JB (flip),1955_131b,1.0,,,,2:55
How Long,1975,Ace,50.0,a,1975_050,16.0,11.0,4.0,2.0,3:09
How Long,1982,Rod Stewart,263.0,a,1982_263,9.0,0.0,0.0,2.0,4:12
How Lucky You Are,1956,Joni James,371.0,Top,1956_371,8.0,0.0,0.0,1.0,2:38
How Lucky You Are,1947,Andrews Sisters,271.0,m,1947_273,1.0,,,,
How Many Hearts Have You Broken,1944,Three Suns,65.0,h,1944_065,18.0,,,,2:59
How Many Hearts Have You Broken,1944,Tiny Hill & His Orchestra,123.0,h,1944_123,4.0,,,,
How Many Times?,1926,Benny Krueger & His Orchestra,24.0,m,1926_024,6.0,,,,
How Many Times?,1926,Billy Jones & Ernest Hare,181.0,m,1926_181,1.0,,,,
How Much Love,1990,Vixen,222.0,a,1990_222,12.0,0.0,0.0,1.0,4:00
How Much Love,1977,Leo Sayer,117.0,a,1977_117,15.0,10.0,0.0,2.0,3:33
How Much Love,1987,Survivor,247.0,a,1987_247,9.0,0.0,0.0,1.0,3:57
How Soon (Will I Be Seeing You),1948,Dinah Shore,62.0,h,1948_059,9.0,,,,3:04
How Soon (Will I Be Seeing You),1947,Jack Owens,33.0,h,1947_033,20.0,,,1.0,2:53
How Soon (Will I Be Seeing You),1948,Vaughn Monroe & His Orchestra,29.0,h,1948_026,13.0,,,,3:06
How Soon (Will I Be Seeing You),1948,Bing Crosby (Carmen Cavallero Orchestra),46.0,h,1948_043,14.0,,,,2:55
How Sweet It Is (To Be Loved By You),1966,Jr. Walker and the All Stars,179.0,a,1966_179,11.0,5.0,0.0,1.0,2:58
How Sweet It Is (To Be Loved By You),1975,James Taylor,63.0,a,1975_063,15.0,10.0,5.0,2.0,3:33
How Sweet It Is (To Be Loved By You),1965,Marvin Gaye,65.0,a,1965_065,14.0,11.0,4.0,1.0,2:57
How Sweet You Are,1944,Jo Stafford,143.0,h,1944_143,1.0,,,,
How Sweet You Are,1944,Kay Armen,83.0,h,1944_083,10.0,,,,
How To Love,2014,Christina Grimmie,178.0,h,2014_290,1.0,0.0,0.0,1.0,2:51
How To Love,2011,Lil Wayne,31.0,h,2011_031,24.0,23.0,11.0,1.0,4:04
How Will I Know,2012,Whitney Houston,164.0,h,2012_164,1.0,0.0,0.0,1.0,4:34
How Will I Know,1986,Whitney Houston,10.0,a,1986_010,23.0,16.0,6.0,2.0,4:10
How Will I Know,2012,Glee Cast,222.0,h,2012_222,1.0,0.0,0.0,1.0,2:47
How Ya Gonna Keep 'Em Down on the Farm (After They've Seen Paree),1919,Byron G. Harlan,110.0,m,1919_110,1.0,,,,
How Ya Gonna Keep 'Em Down on the Farm (After They've Seen Paree),1919,Arthur Fields,85.0,m,1919_085,2.0,,,,
How am I to Know?,1939,Tommy Dorsey & His Orchestra,220.0,m,1939_220,1.0,,,,
How am I to Know?,1929,Arden-Ohman Orchestra,104.0,m,1929_104,3.0,,,,
How'd Ja Like to Love Me?,1938,Jimmy Dorsey & His Orchestra,67.0,m,1938_067,12.0,,,,
How'd Ja Like to Love Me?,1938,Dolly Dawn & Her Dawn Patrol,313.0,m,1938_313,3.0,,,,
Huggin' and Chalkin',1947,Kay Kyser & His Orchestra,88.0,h,1947_093,9.0,,,,2:55
Huggin' and Chalkin',1947,Hoagy Carmichael,11.0,h,1947_011,15.0,,,2.0,2:37
Human,1961,Tommy Hunt,341.0,a,1961_341,10.0,0.0,0.0,1.0,2:32
Human,2014,Christina Perri,89.0,h,2014_122,20.0,5.0,0.0,1.0,4:10
Human,2008,"Killers, The",145.0,b,2008_145,20.0,2.0,0.0,1.0,4:09
Human,1986,"Human League, The",16.0,a,1986_016,20.0,15.0,7.0,1.0,3:46
Human Nature,2012,Glee Cast,190.0,h,2012_190,1.0,0.0,0.0,1.0,3:24
Human Nature,1983,Michael Jackson,61.0,a,1983_061,14.0,11.0,4.0,2.0,4:05
Human Nature,1995,Madonna,158.0,a,1995_158,15.0,0.0,0.0,3.0,4:33
Human Touch,1983,Rick Springfield,120.0,a,1983_120,15.0,11.0,0.0,1.0,3:45
Human Touch,1992,Bruce Springsteen,92.0,a,1992_092,16.0,9.0,0.0,2.0,6:25
Hummingbird,1970,B.B. King,291.0,a,1970_291,7.0,0.0,0.0,2.0,3:59
Hummingbird,1955,Les Paul and Mary Ford,58.0,JB,1955_058,13.0,13.0,4.0,2.0,2:38
Hummingbird,1973,Seals and Crofts,145.0,a,1973_145,13.0,9.0,0.0,1.0,4:35
Humoresque,1912,Fritz Kreisler,85.0,m,1912_085,3.0,,,,
Humoresque,1944,Guy Lombardo & His Royal Canadians,121.0,h,1944_121,1.0,,,,2:25
Humoresque,1910,Mischa Elman,84.0,m,1910_084,2.0,,,,
Humpty Dumpty Heart,1942,Glenn Miller & His Orchestra,263.0,m,1942_266,1.0,,,,
Humpty Dumpty Heart,1957,LaVern Baker,371.0,Top,1957_371,7.0,0.0,0.0,1.0,2:33
Hungry,1989,Winger,360.0,a,1989_360,6.0,0.0,0.0,1.0,3:58
Hungry,1990,Lita Ford,376.0,a,1990_376,1.0,0.0,0.0,1.0,3:56
Hungry,1966,Paul Revere and the Raiders,79.0,a,1966_079,11.0,7.0,3.0,1.0,2:58
Hurrah for Baffin's Bay,1903,Arthur Collins & Byron Harlan,4.0,m,1903_004,10.0,,,5.0,
Hurrah for Baffin's Bay,1903,Bob Roberts,23.0,m,1903_023,5.0,,,1.0,
Hurry Home,2010,Jason Michael Carroll,478.0,h,2010_478,1.0,0.0,0.0,1.0,4:02
Hurry Home,1939,Sammy Kaye & His Orchestra,52.0,m,1939_052,10.0,,,,
"Hurry, Hurry",1944,Benny Carter & His Orchestra,230.0,h,1944_230,1.0,,,,2:50
"Hurry, Hurry",1944,Lucky Millinder & His Orchestra,199.0,h,1944_199,1.0,,,,
Hurt,1984,Re-Flex,396.0,a,1984_396,4.0,0.0,0.0,1.0,3:40
Hurt,1961,Timi Yuro,52.0,a,1961_052,12.0,10.0,3.0,1.0,2:28
Hurt,2006,Christina Aguilera,95.0,b,2006_095,20.0,14.0,0.0,1.0,4:03
Hurt,1966,Little Anthony and the Imperials,399.0,a,1966_399,6.0,0.0,0.0,1.0,2:07
Hurt,1976,Elvis Presley,168.0,a,1976_168,11.0,5.0,0.0,1.0,2:05
Hurt,1975,"Manhattans, The",543.0,a,1975_543,2.0,0.0,0.0,1.0,2:58
Hurt So Bad,1980,Linda Ronstadt,62.0,a,1980_062,14.0,11.0,3.0,3.0,3:03
Hurt So Bad,1969,"Lettermen, The",110.0,a,1969_110,21.0,10.0,0.0,1.0,2:18
Hurt So Bad,1965,Little Anthony and the Imperials,110.0,a,1965_110,9.0,8.0,1.0,1.0,2:15
Hurts So Good,1982,John Cougar,18.0,a,1982_018,28.0,22.0,16.0,4.0,3:35
Hurts So Good,1973,Millie Jackson,164.0,a,1973_164,12.0,8.0,0.0,1.0,3:05
Husbands And Wives,1966,Roger Miller,238.0,a,1966_238,7.0,5.0,0.0,1.0,2:23
Husbands And Wives,1998,Brooks & Dunn,132.0,a,1998_132,9.0,2.0,0.0,1.0,3:10
Hush,1968,Deep Purple,44.0,a,1968_044,10.0,9.0,3.0,2.0,4:11
Hush,1967,Billy Joe Royal,384.0,a,1967_384,8.0,0.0,0.0,3.0,2:28
Hush,2004,LL Cool J,101.0,y,2004_101,18.0,9.0,0.0,1.0,3:35
Hush-a-Bye Ma Baby (The Missouri Waltz),1917,Elsie Baker,5.0,m,1917_005,11.0,,,4.0,
Hush-a-Bye Ma Baby (The Missouri Waltz),1917,Henry Burr & Albert Campbell,30.0,m,1917_030,5.0,,,,
Hushabye,1969,Jay and the Americans,404.0,a,1969_404,7.0,0.0,0.0,2.0,2:57
Hushabye,1972,Robert John,579.0,a,1972_579,2.0,0.0,0.0,1.0,2:58
Hushabye,1959,"Mystics, The",143.0,a,1959_143,15.0,9.0,0.0,1.0,2:30
Hyperactive,1986,Robert Palmer,199.0,a,1986_199,12.0,5.0,0.0,1.0,3:35
Hyperactive,1984,Thomas Dolby,297.0,a,1984_297,7.0,0.0,0.0,1.0,4:12
Hypnotize,2006,System Of A Down,211.0,b,2006_211,15.0,0.0,0.0,1.0,3:09
Hypnotize,1997,"Notorious B.I.G., The",8.0,a,1997_008,20.0,14.0,8.0,3.0,3:55
Hypnotized,1967,Linda Jones,191.0,a,1967_191,12.0,7.0,0.0,1.0,2:38
Hypnotized,1957,"Drifters, The",412.0,Top,1957_412,2.0,0.0,0.0,1.0,2:02
Hypnotized,2007,Plies,78.0,b,2007_078,23.0,17.0,0.0,1.0,3:08
I (Who Have Nothing),1979,Sylvester,225.0,a,1979_225,7.0,2.0,0.0,2.0,3:59
I (Who Have Nothing),1963,Ben E. King,235.0,a,1963_235,12.0,6.0,0.0,1.0,2:30
I (Who Have Nothing),1970,Tom Jones,124.0,a,1970_124,8.0,7.0,0.0,1.0,2:55
I (Who Have Nothing),1967,Terry Knight and the Pack,358.0,a,1967_358,10.0,0.0,0.0,1.0,3:20
I Ain't Got Nobody,1926,Bessie Smith,97.0,m,1926_097,1.0,,,,
I Ain't Got Nobody,1921,Marion Harris,24.0,m,1921_024,7.0,,,,
I Ain't Got Nobody,1927,Sophie Tucker (Miff Mole Orchestra),147.0,m,1927_147,3.0,,,,
I Ain't Never,1959,Webb Pierce,168.0,a,1959_168,14.0,7.0,0.0,1.0,1:55
I Ain't Never,1959,"Four Preps, The",454.0,a,1959_454,2.0,0.0,0.0,1.0,1:52
I Almost Lost My Mind,1956,Pat Boone,12.0,JB,1956_012,23.0,19.0,13.0,4.0,2:27
I Almost Lost My Mind,1950,"Nat ""King"" Cole",286.0,h,1950_289,1.0,,,1.0,
I Am,2010,Mary J. Blige,267.0,h,2010_267,20.0,0.0,0.0,2.0,3:24
I Am,1957,Tony Bennett,461.0,Top,1957_461,1.0,0.0,0.0,1.0,2:18
I Am Love,1975,Jackson 5,142.0,a,1975_142a,14.0,7.0,0.0,2.0,5:30
I Am Love,1983,Jennifer Holliday,256.0,a,1983_256,11.0,0.0,0.0,2.0,4:34
I Am Woman,2011,Jordin Sparks,391.0,h,2011_391,1.0,0.0,0.0,1.0,3:30
I Am Woman,1972,Helen Reddy,14.0,a,1972_014,22.0,14.0,8.0,1.0,3:08
I Apologize,1951,Tony Martin,187.0,h,1951_187,1.0,,,1.0,3:18
I Apologize,1931,Bing Crosby,44.0,m,1931_044,5.0,,,,
I Apologize,1995,Anita Baker,266.0,a,1995_266,12.0,0.0,0.0,2.0,4:12
I Apologize,1931,Nat Shilkret & The Victor Orchestra,141.0,m,1931_141,3.0,,,,
I Apologize,1951,Billy Eckstine,40.0,h,1951_043,20.0,,,1.0,2:52
I Apologize,1951,Champ Butler,290.0,h,1951_293,1.0,,,1.0,
I Apologize,1961,Timi Yuro,483.0,a,1961_483,3.0,0.0,0.0,1.0,2:50
I Believe,1982,Chilliwack,191.0,a,1982_191,11.0,3.0,0.0,2.0,3:42
I Believe,1995,Blessid Union Of Souls,45.0,a,1995_045,31.0,23.0,8.0,3.0,4:32
I Believe,1953,Frankie Laine,13.0,h,1953_014,23.0,,,3.0,2:08
I Believe,1964,"Bachelors, The",256.0,a,1964_256,8.0,2.0,0.0,1.0,2:04
I Believe,1953,Jane Froman,79.0,h,1953_078,10.0,,,,3:16
I Believe,1947,Frank Sinatra,63.0,h,1947_065,6.0,,,,3:05
I Believe,2003,Diamond Rio,136.0,y,2003_136,20.0,4.0,0.0,1.0,3:56
I Believe,2004,Fantasia,11.0,y,2004_011,10.0,4.0,2.0,1.0,5:01
I Believe,1994,Sounds Of Blackness,337.0,a,1994_337,3.0,0.0,0.0,1.0,3:45
I Believe I Can Fly,1996,R. Kelly,11.0,a,1996_011,34.0,31.0,16.0,4.0,4:42
I Believe I Can Fly,2012,Jermaine Paul,291.0,h,2012_291,1.0,0.0,0.0,1.0,3:25
I Believe In You,1988,Stryper,355.0,a,1988_355,5.0,0.0,0.0,1.0,3:16
I Believe In You,1958,Robert and Johnny,492.0,Hot,1958_492,2.0,0.0,0.0,1.0,2:46
I Believe In You,1980,Don Williams,152.0,a,1980_152,20.0,9.0,0.0,2.0,4:04
I Believe You,1977,Dorothy Moore,162.0,a,1977_162,15.0,7.0,0.0,2.0,3:39
I Believe You,1978,Carpenters,349.0,a,1978_349,5.0,0.0,0.0,1.0,3:54
I Believe in Miracles,1935,Fats Waller,154.0,m,1935_154,4.0,,,,
I Believe in Miracles,1935,Dorsey Brothers Orchestra,53.0,m,1935_053,7.0,,,,
I Belong To You,1995,Toni Braxton,110.0,a,1995_110,13.0,10.0,0.0,1.0,3:45
I Belong To You,1975,Love Unlimited,198.0,a,1975_198,15.0,7.0,0.0,2.0,3:19
I Belong To You,2000,Lenny Kravitz,242.0,y,2000_242,9.0,0.0,0.0,3.0,4:17
I Call It Love,1968,"Manhattans, The",646.0,a,1968_646,3.0,0.0,0.0,1.0,2:10
I Call It Love,2006,Lionel Richie,241.0,b,2006_241,20.0,0.0,0.0,1.0,3:20
"I Can Dream, Can't I?",1950,Toni Arden,70.0,h,1950_070,14.0,,,1.0,3:04
"I Can Dream, Can't I?",1950,Andrews Sisters,8.0,h,1950_008,25.0,,,5.0,2:39
"I Can Dream, Can't I?",1938,Tommy Dorsey & His Orchestra,80.0,m,1938_080,11.0,,,,
I Can Hear Music,1969,"Beach Boys, The",181.0,a,1969_181,10.0,6.0,0.0,1.0,2:38
I Can Hear Music,1966,"Ronettes, The",738.0,a,1966_738,1.0,0.0,0.0,1.0,3:00
I Can Make It With You,1966,Pozo-Seco Singers,283.0,a,1966_283,11.0,6.0,0.0,1.0,2:07
I Can Make It With You,1966,Jackie DeShannon,503.0,a,1966_503,6.0,0.0,0.0,2.0,2:30
I Can Only Imagine,2003,MercyMe,240.0,y,2003_240,18.0,0.0,0.0,2.0,4:05
I Can Only Imagine,2012,David Guetta,152.0,h,2012_152,14.0,0.0,0.0,1.0,3:29
I Can See Clearly Now,1972,Johnny Nash,5.0,a,1972_005,20.0,14.0,8.0,4.0,2:45
I Can See Clearly Now,1994,Jimmy Cliff,77.0,a,1994_077,25.0,14.0,0.0,1.0,3:12
I Can't Begin to Tell You,1945,Bing Crosby,7.0,h,1945_007,20.0,,,6.0,2:52
I Can't Begin to Tell You,1946,Andy Russell,76.0,h,1946_078,9.0,,,,3:09
I Can't Begin to Tell You,1946,Harry James & His Orchestra (Vocal Betty Grable),50.0,h,1946_052,12.0,,,,2:58
I Can't Get Next To You,1971,Al Green,364.0,a,1971_364,10.0,0.0,0.0,1.0,3:42
I Can't Get Next To You,1969,"Temptations, The",9.0,a,1969_009,17.0,15.0,11.0,2.0,2:53
I Can't Give You Anything But Love,1929,Gene Austin,147.0,m,1929_147,2.0,,,,
I Can't Give You Anything But Love,1929,Nat Shilkret & The Victor Orchestra,142.0,m,1929_142,3.0,,,,
I Can't Give You Anything But Love,1966,Bert Kaempfert & His Orchestra,734.0,a,1966_734,1.0,0.0,0.0,1.0,2:48
I Can't Give You Anything but Love,1928,Ben Selvin & His Orchestra,19.0,m,1928_019,14.0,,,1.0,
I Can't Give You Anything but Love,1948,Rose Murphy,110.0,h,1948_110,4.0,,,,2:17
I Can't Give You Anything but Love,1928,Seger Ellis & His Orchestra,219.0,m,1928_219,1.0,,,,
I Can't Give You Anything but Love,1928,Cliff Edwards,10.0,m,1928_010,11.0,,,1.0,
I Can't Give You Anything but Love,1928,Johnny Hamp & His Orchestra v Joe Cassidy,30.0,m,1928_030,9.0,,,,
I Can't Give You Anything but Love,1936,Teddy Wilson & His Orchestra (Vocal Billie Holiday),80.0,m,1936_080,4.0,,,,
I Can't Help It,1951,Guy Mitchell,281.0,h,1951_282,2.0,,,1.0,3:11
I Can't Help It,1980,Andy Gibb,93.0,a,1980_093,13.0,8.0,0.0,2.0,4:07
I Can't Help It,1988,Bananarama,229.0,a,1988_229,13.0,0.0,0.0,1.0,3:38
I Can't Help It,1960,Adam Wade,388.0,a,1960_388,7.0,0.0,0.0,1.0,2:34
I Can't Help It (If I'm Still In Love With You),1969,Al Martino,642.0,a,1969_642,3.0,0.0,0.0,1.0,3:09
I Can't Help It (If I'm Still In Love With You),1967,B.J. Thomas,674.0,a,1967_674,1.0,0.0,0.0,1.0,2:47
I Can't Help It (If I'm Still In Love With You),1962,Johnny Tillotson,210.0,a,1962_210,9.0,5.0,0.0,1.0,2:21
I Can't Help It (If I'm Still In Love With You),1958,Margaret Whiting,419.0,Top,1958_419,4.0,0.0,0.0,1.0,2:31
I Can't Help Myself,1977,Eddie Rabbitt,371.0,a,1977_371,9.0,0.0,0.0,2.0,3:10
I Can't Help Myself,1965,Four Tops,7.0,a,1965_007,14.0,13.0,10.0,2.0,2:43
"I Can't Help Myself (Sugar Pie, Honey Bunch)",1980,Bonnie Pointer,225.0,a,1980_225,13.0,2.0,0.0,2.0,3:49
"I Can't Help Myself (Sugar Pie, Honey Bunch)",1972,Donnie Elbert,163.0,a,1972_163,9.0,6.0,0.0,2.0,2:37
I Can't Let Go,1966,"Hollies, The",343.0,a,1966_343,10.0,0.0,0.0,1.0,2:24
I Can't Let Go,1980,Linda Ronstadt,179.0,a,1980_179,12.0,4.0,0.0,1.0,2:41
I Can't Love You Any More (Any More Than I Do),1940,Benny Goodman & His Orchestra (Vocal Helen Forrest),55.0,h,1940_061,9.0,,,,
I Can't Love You Any More (Any More Than I Do),1940,Terry Shand & His Orchestra,219.0,h,1940_122,1.0,,,,
I Can't Love You Any More (Any More Than I Do),1940,Mitchell Ayres & His Fashions in Music,213.0,m,1940_242,1.0,,,,
I Can't Make It Alone,1968,Bill Medley,640.0,a,1968_640,2.0,0.0,0.0,1.0,2:40
I Can't Make It Alone,1969,Lou Rawls,416.0,a,1969_416,7.0,0.0,0.0,1.0,2:57
I Can't Make You Love Me,2014,Josh Kaufman,176.0,h,2014_256,1.0,0.0,0.0,1.0,3:06
I Can't Make You Love Me,1992,Bonnie Raitt,101.0,a,1992_101,20.0,10.0,0.0,1.0,5:28
I Can't Say Goodbye,1960,"Fireflies, The",529.0,a,1960_529,3.0,0.0,0.0,2.0,2:05
I Can't Say Goodbye,1962,Bobby Vee,586.0,a,1962_586,1.0,0.0,0.0,1.0,2:05
I Can't Stand It,1981,Eric Clapton,75.0,a,1981_075,17.0,12.0,2.0,2.0,4:08
I Can't Stand It,1964,Soul Sisters,344.0,a,1964_344,9.0,0.0,0.0,1.0,2:40
I Can't Stand The Rain,1978,Eruption,123.0,a,1978_123,22.0,6.0,0.0,2.0,3:01
I Can't Stand The Rain,1973,Ann Peebles,234.0,a,1973_234,21.0,1.0,0.0,1.0,2:31
I Can't Stop,1965,"Honeycombs, The",363.0,a,1965_363,7.0,0.0,0.0,2.0,2:33
I Can't Stop,1971,Osmond Brothers,594.0,a,1971_594,1.0,0.0,0.0,1.0,2:55
I Can't Stop Loving You,1963,Count Basie,480.0,a,1963_480,9.0,0.0,0.0,1.0,4:31
I Can't Stop Loving You,2005,Kem,289.0,b,2005_289,14.0,0.0,0.0,1.0,5:27
I Can't Stop Loving You,1962,Ray Charles,1.0,a,1962_001,18.0,14.0,11.0,5.0,2:37
I Can't Stop Loving You,1958,Don Gibson,449.0,Top,1958_449,6.0,0.0,0.0,1.0,2:33
I Can't Tell You Why,1995,Brownstone,186.0,a,1995_186,13.0,0.0,0.0,1.0,3:53
I Can't Tell You Why,2013,"Swon Brothers, The",404.0,h,2013_404,1.0,0.0,0.0,1.0,3:17
I Can't Tell You Why,1980,Eagles,61.0,a,1980_061,16.0,12.0,4.0,3.0,4:30
I Can't Turn You Loose,1972,Edgar Winter's White Trash,461.0,a,1972_461,4.0,0.0,0.0,1.0,2:56
I Can't Turn You Loose,1968,"Chambers Brothers, The",255.0,a,1968_255,8.0,2.0,0.0,2.0,4:50
I Can't Wait,1988,Deniece Williams,290.0,a,1988_290,8.0,0.0,0.0,1.0,4:15
I Can't Wait,1986,Nu Shooz,49.0,a,1986_049,23.0,15.0,5.0,1.0,3:38
I Can't Wait,1986,Stevie Nicks,129.0,a,1986_129,13.0,8.0,0.0,2.0,4:01
I Can't Wait,2004,Sleepy Brown,156.0,y,2004_156,13.0,1.0,0.0,1.0,4:28
I Confess,1953,Perry Como,139.0,h,1953_135,2.0,,,,3:09
I Confess,1966,"New Colony Six, The",566.0,a,1966_566,4.0,0.0,0.0,2.0,2:37
I Could Have Danced All Night,1956,Dinah Shore,483.0,Top,1956_483,5.0,0.0,0.0,1.0,2:35
I Could Have Danced All Night,1956,Rosemary Clooney,276.0,Top,1956_276,13.0,0.0,0.0,1.0,2:26
I Could Have Danced All Night,1963,Ben E. King,460.0,a,1963_460,4.0,0.0,0.0,1.0,2:35
I Could Have Danced All Night,1976,Biddu Orchestra,383.0,a,1976_383,4.0,0.0,0.0,1.0,3:00
I Could Have Danced All Night,1956,Sylvia Syms,166.0,DJ,1956_166,14.0,2.0,0.0,1.0,2:37
I Could Not Ask For More,2001,Sara Evans,149.0,y,2001_149,20.0,2.0,0.0,2.0,4:49
I Could Not Ask For More,1999,Edwin McCain,161.0,a,1999_161,20.0,3.0,0.0,1.0,4:00
I Cover the Waterfront,1933,Eddy Duchin & His Orchestra,32.0,m,1933_032,6.0,,,,
I Cover the Waterfront,1933,Joe Haymes & His Orchestra,190.0,m,1933_190,1.0,,,,
I Cried,1954,Tommy Leonetti,353.0,m,1954_356,1.0,,,,
I Cried,1959,Joe Damiano,519.0,a,1959_519,3.0,0.0,0.0,1.0,2:01
I Cried,1971,James Brown,301.0,a,1971_301,6.0,0.0,0.0,2.0,3:31
I Cried,1963,Tammy Montgomery,648.0,a,1963_648,1.0,0.0,0.0,1.0,2:50
I Cried,1954,Patti Page,82.0,h,1954_080,8.0,,,,
I Cried For You,1939,Bing Crosby,203.0,m,1939_203,4.0,,,,
I Cried For You,1938,Bunny Berigan & His Orchestra (Vocal Ruth Gaylor),252.0,m,1938_252,1.0,,,,
I Cried for You,1939,Glen Gray & Casa Loma Orchestra,77.0,m,1939_077,13.0,,,,
I Cried for You,1923,Columbians,151.0,m,1923_151,1.0,,,,
I Cried for You,1942,Harry James & His Orchestra,159.0,h,1942_117,2.0,,,,
I Cried for You,1923,Benny Krueger & His Orchestra,20.0,m,1923_020,10.0,,,1.0,
I Cross My Fingers,1950,Percy Faith & His Orchestra,207.0,h,1950_207,4.0,,,1.0,2:47
I Cross My Fingers,1950,Perry Como,268.0,h,1950_270,2.0,,,1.0,
I Cross My Fingers,1950,Bing Crosby,192.0,h,1950_226,4.0,,,1.0,
I Cry,2001,Ja Rule,166.0,y,2001_166,14.0,2.0,0.0,2.0,4:14
I Cry,2012,Flo Rida,34.0,h,2012_034,21.0,17.0,9.0,2.0,3:43
I Didn't Know What Time it Was,1939,Jimmy Dorsey & His Orchestra,212.0,m,1939_212,2.0,,,,
I Didn't Know What Time it Was,1939,Benny Goodman & His Orchestra (Vocal Louise Tobin),76.0,m,1939_076,13.0,,,,
I Didn't Mean To Turn You On,1984,Cherrelle,372.0,a,1984_372,9.0,0.0,0.0,1.0,3:58
I Didn't Mean To Turn You On,1986,Robert Palmer,40.0,a,1986_040,22.0,13.0,5.0,1.0,3:43
I Dig Girls,1959,Bobby Rydell,284.0,a,1959_284,6.0,0.0,0.0,1.0,2:30
I Dig Girls,1967,J.J. Jackson,569.0,a,1967_569,3.0,0.0,0.0,2.0,2:18
I Do,1998,Lisa Loeb,82.0,a,1998_082,22.0,18.0,0.0,1.0,3:38
I Do,1969,"Moments, The",405.0,a,1969_405,6.0,0.0,0.0,2.0,3:13
