Year,Yearly Rank,Source,Prefix,CH,40,10,PK,High,Verified,Artist,Artist Inverted,Featured,UnFeatured,Album,B-Side,Track,Time,Time Source,explicit,Time (Album),Artist ID,SYMBL,ReIssue,Label/Number,Media,Stereo (55-68),Pic Sleeve,Genre,Comments,Written By,Temp 1,Date Entered,Date Peaked,1st Week,2nd Week,3rd Week,4th Week,5th Week,6th Week,7th Week,8th Week,9th Week,10th Week,11th Week,12th Week,13th Week,14th Week,15th Week,16th Week,17th Week,18th Week,19th Week,20th Week,21st Week,22nd Week,23rd Week,24th Week,25th Week,26th Week,27th Week,28th Week,29th Week,30th Week,31st Week,32nd Week,33rd Week,34th Week,35th Week,36th Week,37th Week,38th Week,39th Week,40th Week,41st Week,42nd Week,43rd Week,44th Week,45th Week,46th Week,47th Week,48th Week,49th Week,50th Week,51st Week,52nd Week,53rd Week,54th Week,55th Week,56th Week,57th Week,58th Week,59th Week,60th Week,61st Week,62nd Week,63rd Week,64th Week,65th Week,66th Week,67th Week,68th Week,69th Week,70th Week,71st Week,72nd Week,73rd Week,74th Week,75th Week,76th Week,77th Week,78th Week,79th Week,80th Week,81st Week,82nd Week,83rd Week,84th Week,85th Week,86th Week,87th Week,88th Week,89th Week,90th Week,91st Week
1955,82.0,JB (flip),1955_082b,2.0,,,,-1,t,"McGuire Sisters, The","McGuire Sisters, The",,,,It May Sound Silly,Doesn't Anybody Love Me?,2:20,45,,,,,,Coral 61369,45m,,,Vocal,,"Benny Davis, Ted Murry",,1955-04-16,,B15,B15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,86.0,DJ,1955_086,8.0,8.0,,1.0,12,,Jaye P. Morgan,"Morgan, Jaye P.",,,,"Softly, Softly",Danger! Heartbreak Ahead,2:59,,,,,,,RCA Victor 6016,45m,,,Rock,,"Carl Barefoot, Carl Stutz ",,1955-03-12,1955-04-09,20,17,18,15,12,16,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,86.0,BS (flip),1955_086b,1.0,,,,-1,,Jaye P. Morgan,"Morgan, Jaye P.",,,,Danger! Heartbreak Ahead,"Softly, Softly",2:50,,,,,,,RCA Victor 6016,45m,,,Rock,,"Pierre Dudan, Robin Scott",,1955-04-09,,B18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,99.0,JB,1955_099,6.0,6.0,,1.0,13,,Fontane Sisters,Fontane Sisters,,,,Playmates,Rollin' Stone,2:14,,,,,,,Dot 15370,45m,,,Rock,,Robert Riley,,1955-06-04,1955-06-18,18,15,13,15,,,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,99.0,JB (flip),1955_099b,2.0,,,,-1,,Fontane Sisters,Fontane Sisters,,,,Rollin' Stone,Playmates,2:04,,,,,,,Dot 15370,45m,,,Rock,,Saxie Dowell,,1955-06-18,,B13,B15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,106.0,BS,1955_106,8.0,8.0,,1.0,14,,"Crew-Cuts, The","Crew-Cuts, The",,o/David Carroll,,Chop Chop Boom*,Don't Be Angry,2:15,,,,,,,Mercury 70597,45m,,,Rock,,"Rose Marie McCoy, Nappy Brown",,1955-04-30,1955-05-14,22,18,14,15,17,15,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,106.0,BS (flip),1955_106b,8.0,,,,-1,,"Crew-Cuts, The","Crew-Cuts, The",,,,Don't Be Angry*,Chop Chop Boom,2:03,45,,,,,,Mercury 70597,45m,,,Rock,,"Dallas Taylor, Tab Smith",,1955-04-30,,B22,B18,B14,B15,B17,B15,B17,B19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,108.0,DJ,1955_108,6.0,6.0,,1.0,14,,Don Cornell,"Cornell, Don",,,,The Door Is Still Open To My Heart*,Most Of All,2:51,,,,,,,Coral 61393,45m,,,Jazz,,"Harvey Fuqua, Alan Freed",,1955-05-14,1955-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,108.0,BS (flip),1955_108b,2.0,,,,-1,,Don Cornell,"Cornell, Don",,,,Most Of All*,The Door Is Still Open To My Heart,2:40,,,,,,,Coral 61393,45m,,,Jazz,,Chuck Willis,,1955-05-21,,B22,B20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,116.0,BS,1955_116,4.0,4.0,,1.0,15,t,Bill Haley and His Comets,"Haley, Bill & His Comets",,,,Two Hound Dogs*,Razzle-Dazzle,2:41,45,,,,,,Decca 29552,45m,,n,Rock,,Charles Calhoun,,1955-07-23,1955-07-23,15,21,24,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,116.0,BS (flip),1955_116b,2.0,,,,-1,t,Bill Haley and His Comets,"Haley, Bill & His Comets",,,,Razzle-Dazzle,Two Hound Dogs,2:54,45,,,,,,Decca 29552,45m,,n,Rock,,"Bill Haley, Frank Pingatore",,1955-07-23,,B15,B21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,131.0,DJ,1955_131,3.0,3.0,,1.0,17,,Teresa Brewer,"Brewer, Teresa",,,,How Important Can It Be?,Pledging My Love,2:41,,,,,,,Coral 61362,45m,,n,Vocal,,"Don Robey, Ferdinand Washington ",,1955-03-19,1955-03-26,20,17,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,131.0,JB (flip),1955_131b,1.0,,,,-1,,Teresa Brewer,"Brewer, Teresa",,,,Pledging My Love,How Important Can It Be?,2:55,,,,,,,Coral 61362,45m,,n,Vocal,,"Bennie Benjamin, George David Weiss",,1955-05-07,,B18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,237.0,Top,1955_237,1.0,,,1.0,95,,Bob Corley,"Corley, Bob",,,,,Number One Street (Sides 1 & 2),6:10,,,,,,,Stars 4773,45m,,,,,Bob Corley,,1955-11-19,1955-11-19,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,237.0,Top,1955_237a,1.0,,,1.0,95,,Bob Corley,"Corley, Bob",,,,Number One Street (Side 2),Number One Street (Side 1),2:48,,,,,C,,Stars 4773,45m,,,Rock,LISTED FOR RENAMER ONLY,Bob Corley,,1955-11-19,1955-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,237.0,Top,1955_237b,1.0,,,1.0,95,,Bob Corley,"Corley, Bob",,,,Number One Street (Side 1),Number One Street (Side 2),3:22,,,,,C,,Stars 4773,45m,,,Rock,LISTED FOR RENAMER ONLY,Bob Corley,,1955-11-19,1955-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,,h,1954_019,,,,,-1,,Ames Brothers,Ames Brothers,,,,Addio,The Naughty Lady of Shady Lane,,,,,,,,RCA Victor 5897,,,,Vocal,,"Roy C. Bennett, Sid Tepper",,1954-11-20,1954-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,,h,1954_058,,,,,-1,,Patti Page,"Page, Patti",,,,,Let Me Go Lover,,,,,,,,Mercury 70511,,,,Vocal,,,,1954-12-18,1954-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,64.0,h,1954_064,6.0,,,,9,,Andy Griffith,"Griffith, Andy",,,,,"What It Was, Was Football (Parts 1 & 2)",,,,,,,,Capitol 2693,,,,Comedy,,,,1954-01-09,1954-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,64.0,h,1954_064a,6.0,,,,9,,Andy Griffith,"Griffith, Andy",,,,,"What It Was, Was Football (Part 1)",,,,,,,,Capitol 2693A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,64.0,h,1954_064b,6.0,,,,9,,Andy Griffith,"Griffith, Andy",,,,,"What It Was, Was Football (Part 2)",,,,,,,,Capitol 2693B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1954,,h,1954_150,2.0,,,,28,,Five Keys,Five Keys,,,,,Ling Ting Tong,,,,,,,,Capitol 2945,,,,Rock,,,,1954-12-25,1954-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,162.0,h,1953_159,2.0,,,,19,,Percy Faith & His Orchestra,"Faith, Percy Orch",,,,,Return to Paradise,6:38,,,,,,,Columbia 39998,,,,Easy,,Dimitri Tiomkin/Ned Washington,,1953-06-20,1953-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,162.0,h,1953_159a,2.0,,,,19,,Percy Faith & His Orchestra,"Faith, Percy Orch",,,,,"Return to Paradise, Part 1",,,,,,,,Columbia 39998A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,162.0,h,1953_159b,2.0,,,,19,,Percy Faith & His Orchestra,"Faith, Percy Orch",,,,,"Return to Paradise, Part 2",,,,,,,,Columbia 39998B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,291.0,m,1953_291,1.0,,,,24,,Billy Eckstine,"Eckstine, Billy",,,,,St. Louis Blues Part 1 & 2,,,,,,,,MGM 11573,,,,Jazz,,William Handy,,1953-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,291.0,m,1953_291a,1.0,,,,24,,Billy Eckstine,"Eckstine, Billy",,,,,St. Louis Blues Part 1,,,,,,,,MGM 11573A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1953,291.0,m,1953_291b,1.0,,,,24,,Billy Eckstine,"Eckstine, Billy",,,,,St. Louis Blues Part 2,,,,,,,,MGM 11573B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,12.0,,1952_012,19.0,,,2.0,1,,Johnny Standley,"Standley, Johnny",,Horace Heidt & His Musical Knights,,,It's In The Book (Part 1 & 2),6:07,,,,,,,Capitol 2249,,,,Rock,,Johnny Standley/Art Thorsen,,1952-10-04,1952-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,12.0,h,1952_012a,19.0,,,2.0,1,,Johnny Standley,"Standley, Johnny",,Horace Heidt & His Musical Knights,,,It's In The Book (Part 1),,,,,,,,Capitol 2249,,,,Rock,For renamer,Johnny Standley/Art Thorsen,,,1952-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,12.0,h,1952_012b,19.0,,,2.0,1,,Johnny Standley,"Standley, Johnny",,Horace Heidt & His Musical Knights,,,It's In The Book (Part 2),,,,,,,,Capitol 2249,,,,Rock,For Renamer,Johnny Standley/Art Thorsen,,,1952-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,182.0,h,1952_184,4.0,,,,21,,Ray Anthony,"Anthony, Ray",,,,,Slaughter On 10th Avenue,,,,,,,,Capitol 2805,,,,Jazz,ballet theme from the Broadway musical ''On Your Toes'',Richard Rodgers,,1952-07-26,1952-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,182.0,h,1952_184a,4.0,,,,21,,Ray Anthony,"Anthony, Ray",,,,,"Slaughter On 10th Avenue, Part 1",,,,,,,,Capitol 2805A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,182.0,h,1952_184b,4.0,,,,21,,Ray Anthony,"Anthony, Ray",,,,,"Slaughter On 10th Avenue, Part 2",,,,,,,,Capitol 2805B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,,h,1952_237,,,,,-1,,Louis Prima,"Prima, Louis",,,,,Bigger The Figure,,,,,,,,Columbia 39735,,,,Vocal,,Marshall Barer/Alec Wilder,,1952-05-24,1952-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,,h,1952_257,,,,,-1,,Frankie Laine,"Laine, Frankie",,,,The Ruby And The Pearl,Mermaid,,,,,,,,Columbia 39862,,,,Vocal,,F. Peck,,1952-10-04,1952-10-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,,h,1951_204,,,,1.0,-1,,Vic Damone,"Damone, Vic",,George Siravo Orchestra,,I Can See You,Wonder Why,,,,,,,,Mercury 5669,,,,Vocal,,Nickolaus Brodszky/Sammy Cahn,,1951-09-22,1951-09-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,,h,1951_211,,,,1.0,-1,,Champ Butler,"Butler, Champ",,Paul Weston & His Orchestra,,At Your Beack And Call,Them There Eyes,,,,,,,,Columbia 39434,,,,Rock,,William Tracey/Doris Tauber/Maceo Pinkard,,1951-07-21,1951-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,,h,1951_220,,,,1.0,-1,,Spike Jones,"Jones, Spike",,,,,Rudolph the Red-Nosed Reindeer,3:24,,,,,,,RCA Victor 4315,,,,Comedy,,Johnny Marks,,1952-01-05,1951-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,,h,1951_242,,,,1.0,-1,,Andrews Sisters,Andrews Sisters,,,,,I'm In Love Again,,,,,,,,Decca 27635,,,,Vocal,,Cole Porter,,1951-06-30,1951-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1951,,h,1951_298,,,,1.0,-1,,Dinah Shore,"Shore, Dinah & Nype, Russell",,,,,You're Just In Love,,,,,,,,RCA Victor Green 19-0001,,,,Vocal,,Irving Berlin,,1951-02-24,1951-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,,h,1950_112,,,,1.0,-1,,Dennis Day,"Day, Dennis",,,,I'm Praying To St. Christopher,Christmas In Killarney,2:10,,,,,,,RCA Victor 3970,,,,Vocal,,James Cavanaugh/John Redmond/Frank Weldon,,1950-12-30,1950-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,,h,1950_286,,,,1.0,-1,,David Rose,"Rose, David",,,,,Bewitched,3:12,,,,,,,MGM 30120,,,,Easy,,Fred Heatherton,,1950-06-17,1950-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,,h,1950_316,,,,1.0,-1,,Dinah Shore,"Shore, Dinah",,,,,I'll Always Love You (Querida Mia),,,,,,,,Columbia 38848,,,,Vocal,,Richard Rodgers/Lorenz Hart,,1950-10-14,1950-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,,h,1949_209,1.0,,,1.0,21,,Andrews Sisters,Andrews Sisters,,,,,Now Now Now Is The Time,,,,,,,,Decca 24664,,,,Vocal,,,,1949-07-16,1949-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,,h,1949_220,3.0,,,1.0,22,,Evelyn Knight,"Knight, Evelyn",,,,,A Wonderful Guy,,,,,,,,Decca 24640,,,,Vocal,,,,1949-07-30,1949-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,272.0,h,1949_245,4.0,,,,24,,Snooky Lanson,"Lanson, Snooky",,,,,On a Slow Boat to China,,,,,,,,Mercury 5191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,272.0,h,1949_273,3.0,,,2.0,27,,Billy Eckstine,"Eckstine, Billy",,,,,Crying,,,,,,,,MGM 10458,,,,Jazz,,,,1949-08-06,1949-08-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,,h,1949_298,1.0,,,1.0,29,,Evelyn Knight,"Knight, Evelyn",,,,,Be Goody Good Good To Me,,,,,,,,Decca 24665,,,,Vocal,,,,1949-08-13,1949-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,,h,1949_307,1.0,,,1.0,30,,Guy Lombardo,"Lombardo, Guy",,,,,Homecoming Waltz,,,,,,,,Decca 24714,,,,Easy,,,,1949-10-15,1949-10-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,44.0,h,1947_045a,7.0,,,,3,,Dusty Fletcher,"Fletcher, Dusty",,,,,"Open The Door, Richard (Part 1)",5:51,,,,,,,National 4012,,,,,Fletcher had performed this comedy routine in vaudeville since the early 30s,,,1947-02-08,1947-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,44.0,h,1947_045b,7.0,,,,3,,Dusty Fletcher,"Fletcher, Dusty",,,,,"Open The Door, Richard (Part 2)",6:51,,,,,,,National 4012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,,h,1946_159,,,,,-1,,Stan Kenton,"Kenton, Stan v Christy, June",,,,,It's A Pity To Say Goodnight,2:56,,,,,,,Capitol 298,,,,Jazz,,,,1946-11-16,1946-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,,h,1946_208,,,,,-1,,Kate Smith,"Smith, Kate",,,,,Sioux City Sue,,,,,,,,Columbia 36963,,,,,,,,1946-04-27,1946-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,,h,1943_059,,,,,-1,,Charlie Barnet & His Orch,"Barnet, Charlie Orch",,,,,That Old Black Magic,,,,,,,,Decca 18541,,,,Jazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,,h,1943_063,,,,,-1,,Dick Jurgens,"Jurgens, Dick",,,,,You'd Be So Nice To Come Home To,,,,,,,,Columbia 36669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,,h,1943_071,,,,,-1,,Rene Musette Orch,"Musette, Rene Orch",,,,,Tap The Barrel Dry,,,,,,,,Standard 2057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,40.0,h,1942_029a,8.0,,,,4,,Jimmie Lunceford & His Orchestra,"Lunceford, Jimmie Orch",,,,,Blues In The Night Part 1,,,,,,,,Decca 4125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,40.0,h,1942_029b,8.0,,,,4,,Jimmie Lunceford & His Orchestra,"Lunceford, Jimmie Orch",,,,,Blues In The Night Part 2,,,,,,,,Decca 4125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,,h,1942_081,,,,,-1,,Johnnie Johnston,"Johnston, Johnnie",,,,,Dearly Beloved,,,,,,,,Capitol 120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,,h,1942_136,,,,,-1,,Dinah Shore,"Shore, Dinah",,,,,I Got It Bad And That Ain't Good,,,,,,,,Bluebird 11557,,,,Vocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,,h,1942_144,,,,,-1,,Gordon Jenkins,"Jenkins, Gordon v Haines, Connie",,,,,He Wears a Pair of Silver Wings,,,,,,,,Capitol 106,,,,Jazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,275.0,h,1942_147,1.0,,,,24,,Freddy Martin & His Orchestra,"Martin, Freddy Orch",,,,,White Christmas,,,,,,,,RCA 27946-A,,,,Jazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,275.0,m,1942_278,1.0,,,,24,,Freddy Martin & His Orchestra,"Martin, Freddy Orch",,,,,Just Plain Lonesome,,,,,,,,Bluebird 11534,,,,Jazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,36.0,h,1941_027a,17.0,,,,3,,Glenn Miller & His Orchestra,"Miller, Glenn Orch",,,,,Anvil Chorus (Part 1),,,,,,,,Bluebird 10982,,,,Jazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,36.0,h,1941_027b,17.0,,,,3,,Glenn Miller & His Orchestra,"Miller, Glenn Orch",,,,,Anvil Chorus (Part 2),,,,,,,,Bluebird 10982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
